what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430235757324
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235758747
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430235759578
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430235760497
opened,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1430235760711
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1430235760745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235766525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235783870
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430235786365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235788234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235792870
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1430235795356
started,bundle,org.eclipse.m2m.atl.adt.debug,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.debug",1430235795437
started,bundle,org.eclipse.m2m.atl.core.ui,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.core.ui",1430235797455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235798077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430235844902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430235848805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430235850857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235941660
started,bundle,org.eclipse.m2m.atl.debug.core,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.debug.core",1430235941699
started,bundle,org.eclipse.m2m.atl.engine.emfvm.launch,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.engine.emfvm.launch",1430235941797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235943763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235968043
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430235969464
opened,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1430235969738
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1430235969768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430235977812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236018184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236019015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236031318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236039568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236053398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236075734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236077888
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430236079647
started,bundle,org.eclipse.gmf.runtime.diagram.core,1.4.1.v20101221-2230,"org.eclipse.gmf.runtime.diagram.core",1430236097450
started,bundle,org.eclipse.emf.ecoretools.diagram,1.0.0.v20110601-1615,"org.eclipse.emf.ecoretools.diagram",1430236097455
started,bundle,org.eclipse.gmf.runtime.notation,1.5.0.v20110309-2159,"org.eclipse.gmf.runtime.notation",1430236097525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236097558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236100374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236102472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430236111362
opened,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236114253
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236114267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236114341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1430236114395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236115965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236121876
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236124941
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236125188
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236126173
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236129081
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236132892
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236142735
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236145141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1430236149462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1430236167523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430236168128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430236170003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430236171545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430236172866
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236175482
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236179468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430236184053
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236186265
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236187811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430236189736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236191360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236191420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430236191443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236201039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236236585
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236240976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236244609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236278354
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236285593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236294614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236305579
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1430236310479
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236310533
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236312427
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236319298
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236326473
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236331820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236351373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236352548
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236353417
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1430236359750
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236360917
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236362894
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236378648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236385116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236389622
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236391288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430236391624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430236393081
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236394400
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236403302
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236408642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236426624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236428436
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236478072
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236487662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236504372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236507239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236522789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236523997
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236534433
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236545080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236558303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236559293
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236569033
