what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236687262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1430236688027
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236695238
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236716487
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236718433
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236741309
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430236742717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236752783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236752846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430236752865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236755307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236783984
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430236786767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430236787982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236790438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236813665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236814000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236814099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430236814104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236816532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236876289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236878250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430236905669
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236905871
closed,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236905898
closed,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236907174
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430236911762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1430236913559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430236913978
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236916266
closed,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430236916291
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430236921504
opened,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430236921765
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430236921826
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430236944850
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430236956896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430236973891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430236976676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430236977090
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237022998
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237028392
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237046242
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237048575
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237052640
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237056107
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237156250
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237160251
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237164185
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237166131
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237173811
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237176789
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237184120
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237186530
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237198762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237202146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237204222
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430237209206
opened,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237209496
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237209514
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237221686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430237222738
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237224557
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237225844
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237227658
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237243120
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237254773
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237256600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237263065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237308020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237310956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237322238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237332009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237422743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237432259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237434220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430237437658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430237437886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430237438114
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237447928
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237450471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430237451561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237460992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237501056
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237508431
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237510308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430237518015
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237523055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237575955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237646769
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237648655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430237692738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430237693106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430237700027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430237700256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430237700508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430237761260
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430237777683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430237790337
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237816567
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237823132
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237827069
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237829717
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237843591
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237851929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430237855315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430237855540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430237855699
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430237898065
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430237900752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430237901761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430237904871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238015399
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430238026659
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430238030069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238052206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238063167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238081226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238085975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238086874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238252193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238269069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238280269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238281662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238410453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238417946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238421612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238427227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238432306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430238438661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430238438978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430238439210
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430238447733
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430238450638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238455518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238469430
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430238483072
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430238487453
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430238495559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238498211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238509422
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430238509443
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430238511860
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430238517073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238520451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238525388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238527672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238527736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238527757
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430238529054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238537347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238538834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238545169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238559762
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430238588466
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430238592983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430238598699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430238598970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430238599160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430238601981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430238615696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238660244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238735982
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430238748802
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430238754744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238758694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238767995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238768409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238771216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238778220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238779436
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430238782042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238820076
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430238845135
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430238849007
opened,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430238849278
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430238849351
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430238856690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238867652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238871024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238875731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238886117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238891948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1430238940011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1430238940359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238945630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430238950343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430238952017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238952978
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430238971973
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430238974878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430238981589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430238983156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430238986063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430238988621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239096291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430239099690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430239101128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239117547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239128290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430239135612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430239141398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430239141869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239144068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239190009
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430239190210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239205754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239230332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239239338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239335225
opened,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1430239349920
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1430239349948
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1430239351636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239358369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239360588
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430239362404
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1430239362616
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430239366210
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430239368966
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430239415006
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430239420401
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430239438237
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430239443476
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430239449281
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430239456330
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1430239463775
activated,editor,org.eclipse.m2m.atl.adt.editor,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.adt.editor.AtlEditor",1430239465047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430239492733
